abato	аббат.
balustrado	1. балюстрада (перила с фигурными столбиками);  2. перила, парапет.  
balzamino	бот.  бальзамин, недотрога бальзаминовая (= netusxumino.1);
balzamo	прям. , перен.  бальзам;
bambuo	бот.  1. бамбук (растение);  2. бамбук (стебель, ствол бамбука);
banala	банальный, избитый, затасканный, заурядный, пошлый.
banano	бот.  банан (плод).
bandagxo	мед.  повязка, бинт; бандаж; (= pansobendo).
banderolo	1. бандероль (лента-обвёртка для почтового отправления или товара);  2. см.  bendo.  
bandito	бандит, разбойник, налётчик; перен.  головорез.
bando	1. муз.  банд(а); (марширующая) музыкальная группа, процессия музыкантов; 2. банда, шайка; свора; сборище; орава; ватага;
